Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,var4,o1,o2
9.650000095367432,9.587999820709229,0.0,5.0,4.0,8.0,13.0,0.005814150066862739,39926.267866161324
0.1770000457763672,0.1770000457763672,0.0,3.0,5.0,4.0,25.0,0.002518160638243716,7826.999636827483
7.58299994468689,7.58299994468689,0.0,3.0,2.0,11.0,1.0,0.012168032914156668,17007.227750190363
2.6559998989105225,2.6559998989105225,0.0,5.0,1.0,9.0,29.0,0.007914162368817056,48207.44274469027
0.4509999752044678,0.4509999752044678,0.0,2.0,7.0,6.0,20.0,0.0036451021933548034,18591.456138362933
0.14400005340576172,0.14400005340576172,0.0,6.0,3.0,3.0,4.0,0.0032790739546402423,9470.771711347707
0.26200008392333984,0.26200008392333984,0.0,2.0,5.0,5.0,26.0,0.0033734654289024513,14400.153333569859
0.4289999008178711,0.4289999008178711,0.0,3.0,4.0,6.0,8.0,0.005071030861669055,10431.477665628927
4.578000068664551,4.578000068664551,0.0,2.0,7.0,10.0,23.0,0.006050098511594667,36137.95920335027
2.8440001010894775,2.8440001010894775,0.0,6.0,0.0,9.0,19.0,0.009342131930132436,28460.173277570546
0.17100000381469727,0.15600013732910156,0.0,4.0,3.0,4.0,16.0,0.00319008855676453,7918.8108493363925
0.8220000267028809,0.8220000267028809,0.0,3.0,4.0,7.0,23.0,0.0049092029903030085,13959.511295547918
0.17599987983703613,0.17599987983703613,0.0,1.0,5.0,4.0,17.0,0.003210101244509276,5341.089299716459
1.4689998626708984,1.4679999351501465,0.0,6.0,6.0,8.0,7.0,0.00570711161622059,28928.636413111013
0.4519999027252197,0.4519999027252197,0.0,3.0,3.0,6.0,3.0,0.006175015708482044,9739.931594058102
0.13100004196166992,0.13100004196166992,0.0,5.0,6.0,3.0,26.0,0.001875041866199259,16260.743444664542
4.683000087738037,4.682000160217285,0.0,4.0,4.0,10.0,18.0,0.006984088845368449,23663.761079956977
1.5290000438690186,1.5290000438690186,0.0,2.0,7.0,8.0,30.0,0.004623263565923968,29282.866326409745
0.7799999713897705,0.7799999713897705,0.0,5.0,3.0,7.0,15.0,0.00561510979411801,33391.862820562135
0.7650001049041748,0.7639999389648438,0.0,3.0,6.0,7.0,1.0,0.005647017885574651,12906.51821081737
0.23000001907348633,0.22899985313415527,0.0,4.0,2.0,5.0,11.0,0.004611200494448273,9231.706752926544
0.7780001163482666,0.7780001163482666,0.0,2.0,8.0,7.0,6.0,0.0047070308050829665,20869.616182996026
4.6529998779296875,4.6529998779296875,0.0,5.0,6.0,10.0,20.0,0.005911094230343482,61954.52090291473
2.7290000915527344,2.7290000915527344,0.0,1.0,1.0,9.0,12.0,0.010321100086715563,10344.27635701508
12.203999996185303,12.203999996185303,0.0,4.0,2.0,12.0,3.0,0.01215606975958924,21997.484883357174
0.2219998836517334,0.2219998836517334,0.0,5.0,7.0,5.0,11.0,0.0030671188434750938,26974.65637197716
4.538000106811523,4.538000106811523,0.0,1.0,8.0,10.0,22.0,0.006066098251759528,18204.484425542592
7.756999969482422,7.756999969482422,0.0,2.0,1.0,11.0,27.0,0.011301302845247533,33212.890581612904
7.622999906539917,7.622999906539917,0.0,4.0,0.0,11.0,9.0,0.01184905916096295,19523.19408522581
12.134999990463257,12.134999990463257,0.0,4.0,1.0,12.0,9.0,0.011798095651417647,22788.963118862306
0.42100000381469727,0.42100000381469727,0.0,5.0,5.0,6.0,21.0,0.00380110444476339,31962.000534559735
0.1549999713897705,0.1549999713897705,0.0,4.0,5.0,4.0,25.0,0.0024471540613537185,9031.153427108635
0.16200017929077148,0.16200017929077148,0.0,2.0,5.0,4.0,15.0,0.003059078782901807,10826.307396846174
1.4549999237060547,1.4549999237060547,0.0,4.0,1.0,8.0,29.0,0.0067693334236097425,17588.962795717835
0.1510000228881836,0.1510000228881836,0.0,1.0,5.0,4.0,15.0,0.003292082623507496,5297.980215477915
0.14899992942810059,0.14899992942810059,0.0,4.0,3.0,4.0,9.0,0.0035810437026096175,7722.327062805114
0.11500000953674316,0.11500000953674316,0.0,6.0,7.0,3.0,26.0,0.0018150495860995092,11882.791866013604
0.4419999122619629,0.4419999122619629,0.0,4.0,5.0,6.0,9.0,0.004451035160499184,12657.435449750512
1.4220001697540283,1.4220001697540283,0.0,2.0,7.0,8.0,21.0,0.004745192619904907,26577.06436832136
0.11800003051757812,0.11800003051757812,0.0,1.0,7.0,3.0,17.0,0.002227068476720013,4352.211893950059
0.16199994087219238,0.16199994087219238,0.0,1.0,7.0,4.0,17.0,0.0027320915065202336,5826.403092875886
0.4530000686645508,0.4530000686645508,0.0,3.0,5.0,6.0,25.0,0.003762134234713057,12234.401669918538
0.1770000457763672,0.1770000457763672,0.0,1.0,5.0,4.0,17.0,0.003210101244509276,5341.089299716459
0.4289999008178711,0.4289999008178711,0.0,4.0,5.0,6.0,15.0,0.004031067476488083,13130.921656805745
0.15400004386901855,0.15400004386901855,0.0,1.0,5.0,4.0,21.0,0.0030741406929416875,5435.343147268634
0.12999987602233887,0.12999987602233887,0.0,5.0,6.0,3.0,26.0,0.001875041866199259,16260.743444664542
1.49399995803833,1.49399995803833,0.0,4.0,5.0,8.0,19.0,0.0050041662642242414,19030.387718267888
1.5879998207092285,1.5869998931884766,0.0,2.0,7.0,8.0,29.0,0.004629263224315507,28969.087992699773
0.18499994277954102,0.18499994277954102,0.0,5.0,5.0,4.0,25.0,0.0024681527505403715,21072.691329920148
0.14700007438659668,0.14700007438659668,0.0,6.0,6.0,3.0,30.0,0.0019170469477819265,11527.440975062116
0.1380000114440918,0.1380000114440918,0.0,6.0,8.0,3.0,30.0,0.0016350480115274902,12551.618150540216
0.1700000762939453,0.1700000762939453,0.0,4.0,7.0,4.0,13.0,0.002399057731693842,9351.462660111292
0.5849997997283936,0.5849997997283936,0.0,2.0,5.0,6.0,17.0,0.004412085447948623,16682.887594572603
1.571000099182129,1.571000099182129,0.0,2.0,3.0,8.0,17.0,0.006770230793702679,21327.344582183676
4.679999828338623,4.679999828338623,0.0,4.0,1.0,10.0,7.0,0.010321043794113074,17927.14756236438
0.1680002212524414,0.1680002212524414,0.0,5.0,7.0,4.0,17.0,0.002286081582096317,22165.663940288698
0.15399980545043945,0.15399980545043945,0.0,6.0,5.0,3.0,27.0,0.002121051390230798,10926.65897592805
0.13400006294250488,0.13400006294250488,0.0,6.0,8.0,3.0,25.0,0.001690049999260377,12356.344610488488
0.16199994087219238,0.14699983596801758,0.0,4.0,5.0,4.0,25.0,0.0024471540613537185,9031.153427108635
1.5290000438690186,1.5290000438690186,0.0,2.0,3.0,8.0,13.0,0.007052206250528979,20482.363969144128
0.1699998378753662,0.1699998378753662,0.0,6.0,7.0,4.0,27.0,0.0021791608476659083,16251.117981623607
0.1230001449584961,0.1230001449584961,0.0,6.0,5.0,3.0,27.0,0.002121051390230798,10926.65897592805
0.12999987602233887,0.12999987602233887,0.0,2.0,5.0,3.0,21.0,0.002350055531258783,8238.119352499747
0.11700010299682617,0.11700010299682617,0.0,6.0,8.0,3.0,29.0,0.0016450443763011378,12511.029273278155
0.14400005340576172,0.14400005340576172,0.0,6.0,8.0,3.0,30.0,0.0016350480115274902,12551.618150540216
0.2259998321533203,0.2259998321533203,0.0,6.0,5.0,4.0,30.0,0.0025062074934051252,15126.817690252743
0.1700000762939453,0.16900014877319336,0.0,4.0,7.0,4.0,25.0,0.0020871439816169844,9851.761936040986
0.18000006675720215,0.18000006675720215,0.0,6.0,8.0,4.0,29.0,0.0019901610487596225,17122.605311509782
0.16200017929077148,0.16100001335144043,0.0,2.0,7.0,4.0,17.0,0.0025380870749444353,11906.128059355071
0.15399980545043945,0.15399980545043945,0.0,2.0,8.0,4.0,17.0,0.002347086278772044,12418.161633659603
0.1660001277923584,0.1660001277923584,0.0,4.0,7.0,4.0,21.0,0.0021651101588602826,9667.20854453818
0.19099998474121094,0.19099998474121094,0.0,4.0,7.0,4.0,27.0,0.0020551559551527957,9949.664070381801
0.19099998474121094,0.19099998474121094,0.0,1.0,7.0,4.0,17.0,0.0027320915065202336,5826.403092875886
0.14400005340576172,0.14400005340576172,0.0,1.0,7.0,3.0,21.0,0.002147065439151774,4397.731861754186
0.18200016021728516,0.18200016021728516,0.0,2.0,5.0,4.0,25.0,0.002751170114696654,11319.045628642822
0.12400007247924805,0.12400007247924805,0.0,2.0,8.0,3.0,25.0,0.0017870542800933608,9481.603211313615
0.13100004196166992,0.13100004196166992,0.0,6.0,7.0,3.0,30.0,0.0017690508754696684,12034.081811867778
1.5169999599456787,1.5169999599456787,0.0,2.0,7.0,8.0,29.0,0.004629263224315507,28969.087992699773
0.12599992752075195,0.12599992752075195,0.0,6.0,7.0,3.0,29.0,0.0017800505610796563,11995.166521124758
0.16299986839294434,0.16199994087219238,0.0,1.0,7.0,4.0,0.0,0.0035910278472882943,5546.113219988103
0.1679999828338623,0.1679999828338623,0.0,6.0,5.0,4.0,21.0,0.002691125229341808,14474.555120443645
0.13700008392333984,0.13700008392333984,0.0,1.0,7.0,3.0,3.0,0.002666083457058312,4244.069963014447
0.18499994277954102,0.18400001525878906,0.0,2.0,5.0,4.0,17.0,0.0029810979520975152,10914.399873333634
0.12399983406066895,0.12399983406066895,0.0,6.0,7.0,3.0,30.0,0.0017690508754696684,12034.081811867778
0.12199997901916504,0.12199997901916504,0.0,1.0,8.0,3.0,27.0,0.001898061115981253,4668.384076209662
0.16100001335144043,0.16100001335144043,0.0,6.0,5.0,4.0,23.0,0.002640144882388086,14609.77688963788
0.17799997329711914,0.17799997329711914,0.0,6.0,5.0,4.0,27.0,0.0025561809403874367,14897.471214480658
0.44300007820129395,0.44300007820129395,0.0,4.0,5.0,6.0,27.0,0.0036101398864863948,14336.088220966432
0.13399982452392578,0.13299989700317383,0.0009999275207519531,6.0,8.0,3.0,30.0,0.0016350480115274902,12551.618150540216
