Total Time(s),Time_o1(s),Time_o2(s),Time_o3(s),var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,o1,o2,o3
46.01599979400635,46.01599979400635,0.0,0.0,0,1,0,0,1,0,2,0,2,1,1,1,1,0,1,1,1,2,1,2,-67.82991202346042,18.239010070330277,42200.45461664721
46.019999980926514,46.019999980926514,0.0,0.0,0,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,2,-65.4692082111437,16.000377880054298,36816.32237514033
46.01800012588501,46.01700019836426,0.0,0.0,0,1,0,0,1,0,2,0,2,1,1,1,1,0,1,1,0,1,1,2,-59.8533724340176,17.201672920345388,32126.964912185904
46.020999908447266,46.020999908447266,0.0,0.0,0,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,1,-64.23753665689149,17.457005203441256,36539.351693014614
46.019999980926514,46.01899981498718,0.0,0.0,1,0,1,2,2,0,2,0,2,0,1,1,2,1,1,1,1,1,1,1,-60.52785923753665,18.087823195072218,35146.12547010016
46.020999908447266,46.019999980926514,0.0,0.0,1,1,0,1,1,0,2,0,2,1,1,1,1,0,1,1,0,2,1,0,-68.76832844574781,16.831844261643987,43622.60138120445
41.01800012588501,41.01800012588501,0.0,0.0,1,0,0,1,1,0,2,0,2,1,1,1,1,0,1,1,0,2,1,1,-66.42228739002933,18.23662755349943,39181.29405873295
46.019999980926514,46.019999980926514,0.0,0.0,0,0,0,1,1,0,2,1,2,1,1,1,1,0,1,1,0,2,1,1,-66.74486803519062,19.484056998342215,43276.79626782083
46.019999980926514,46.01899981498718,0.0,0.0,1,0,0,0,1,0,2,0,2,1,1,1,1,0,1,1,0,2,1,2,-66.64222873900295,18.371488277172134,40841.90692433216
46.019999980926514,46.019999980926514,0.0,0.0,1,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,1,-64.04692082111437,18.2809757242608,37555.02139427793
46.01900005340576,46.01799988746643,0.0,0.0,1,0,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,2,1,2,-62.404692082111445,18.72815580237027,38860.07417715426
46.02199983596802,46.020999908447266,0.0,0.0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,1,0,1,1,1,0,-64.36950146627565,18.222474944159277,38280.2260721892
46.02000021934509,46.01900005340576,0.0,0.0,1,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,2,-66.49560117302053,16.061646265196924,37140.17787653986
46.0220000743866,46.021000146865845,0.0,0.0,1,1,0,0,1,0,2,0,2,1,1,1,1,0,1,1,0,2,1,0,-61.73020527859238,17.948177444442937,35840.913619240004
41.019999980926514,41.01900005340576,0.0,0.0,0,0,0,2,1,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,-64.42815249266863,17.62258008896725,36478.67974310431
46.021000146865845,46.021000146865845,0.0,0.0,1,1,0,0,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,2,-68.02052785923755,16.66862490508198,42155.93339380289
46.02300000190735,46.02300000190735,0.0,0.0,0,1,0,1,1,0,2,0,2,1,1,1,1,0,0,1,0,2,1,1,-63.54838709677419,17.746711876466794,37783.73252598064
46.0220000743866,46.020999908447266,0.0,0.0,0,1,0,1,1,0,2,1,2,1,1,1,1,0,1,1,0,2,1,1,-64.2375366568915,18.531085393389674,39791.55869246944
66.03000020980835,66.03000020980835,0.0,0.0,0,1,0,0,1,0,2,1,2,1,1,1,1,0,1,1,0,2,1,2,-68.2991202346041,17.363524547358985,42784.72583107279
46.020999908447266,46.019999980926514,0.0,0.0,0,0,0,0,1,0,2,0,1,1,1,1,1,0,1,1,0,2,1,2,-65.60117302052785,16.334157059109977,37062.95095752988
41.01799988746643,41.01799988746643,0.0,0.0,1,1,0,1,1,1,2,0,2,1,1,2,1,0,2,1,0,0,0,0,-62.4633431085044,17.73290848077601,34566.2773651351
46.01900005340576,46.01900005340576,0.0,0.0,0,1,0,1,1,1,2,1,2,1,1,2,2,1,2,1,0,1,0,1,-64.0175953079179,18.68302791289352,33838.894011350654
41.01799988746643,41.01799988746643,0.0,0.0,1,0,0,1,0,0,2,0,2,1,0,2,1,0,1,1,0,2,0,1,-69.06158357771263,15.640932871842935,40551.27941141152
46.019999980926514,46.019999980926514,0.0,0.0,0,1,0,2,1,0,2,0,2,0,1,1,1,1,2,1,0,1,1,1,-59.66275659824047,16.94974473883363,29478.76878772196
46.01900005340576,46.01900005340576,0.0,0.0,0,2,0,2,0,0,2,0,2,0,0,1,1,0,2,1,1,1,1,1,-65.23460410557185,17.77356710523052,40972.46001127007
46.0239999294281,46.02300000190735,0.0,0.0,0,1,0,2,1,0,2,0,2,1,0,1,1,2,2,0,1,1,1,2,-60.79178885630498,16.46333040680721,32595.798068387314
46.021000146865845,46.019999980926514,0.0,0.0,0,2,0,1,1,0,2,0,2,1,2,2,1,0,2,1,1,2,1,1,-64.03225806451613,16.238881424757686,36661.63867868615
46.020999908447266,46.020999908447266,0.0,0.0,1,1,0,0,0,0,2,0,2,1,1,1,1,0,2,1,0,2,0,2,-65.9824046920821,16.38116917090658,38701.26532587538
46.02199983596802,46.02199983596802,0.0,0.0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,2,0,0,2,0,2,-60.65982404692083,15.164818646282427,27601.60235441967
46.02199983596802,46.020999908447266,0.0,0.0,0,1,0,2,1,0,2,0,2,1,0,1,1,1,1,1,1,1,1,0,-55.33724340175952,15.650074744576207,22870.812221303677
66.02999997138977,66.02900004386902,0.0,0.0,0,1,0,1,1,2,2,0,2,1,1,2,1,1,1,1,0,0,1,2,-65.38123167155425,15.240203832027952,36559.481506514276
