hypervolume,spacing,onvg
0.5579741835,-1.0,1.0
0.6281590865,0.0,2.0
0.660500605,0.05020818016494024,3.0
0.6830468626,0.0351341514336152,3.0
0.6830468626,0.0351341514336152,3.0
0.6830468626,0.0351341514336152,3.0
0.7225147658,0.006715150777850318,3.0
0.7225147658,0.006715150777850318,3.0
0.7225147658,0.006715150777850318,3.0
0.7435054644,0.018126930597448333,4.0
0.7435054644,0.018126930597448333,4.0
0.7435054644,0.018126930597448333,4.0
0.7435054644,0.018126930597448333,4.0
0.7435054644,0.018126930597448333,4.0
0.7460487127,0.061003076343894874,5.0
0.7460487127,0.061003076343894874,5.0
0.8180381843,0.05146666993167152,6.0
0.8196510048,0.0462177302787177,6.0
0.8196510048,0.0462177302787177,6.0
0.8196510048,0.0462177302787177,6.0
0.8196510048,0.0462177302787177,6.0
0.8196510048,0.0462177302787177,6.0
0.8196510048,0.0462177302787177,6.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8200108505,0.05065608956710878,7.0
0.8233065533,0.06354525224124388,7.0
0.8233065533,0.06354525224124388,7.0
0.8233065533,0.06354525224124388,7.0
0.8233065533,0.06354525224124388,7.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8400684936,0.023364905176633647,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8455123774,0.04340584794170527,8.0
0.8459955199,0.04111662525999068,9.0
0.8459955199,0.04111662525999068,9.0
0.8459955199,0.04111662525999068,9.0
