hypervolume,spacing,onvg
0.2402107365,-1.0,1.0
0.5520605083,-1.0,1.0
0.5520605083,-1.0,1.0
0.5520605083,-1.0,1.0
0.5520605083,-1.0,1.0
0.5520605083,-1.0,1.0
0.5520605083,-1.0,1.0
0.7107901557,0.0,2.0
0.769879564,0.158046383105528,3.0
0.769879564,0.158046383105528,3.0
0.769879564,0.158046383105528,3.0
0.769879564,0.158046383105528,3.0
0.7776618934,0.1907932789706879,4.0
0.7881281881,0.09915316601396469,5.0
0.7888172777,0.09875283012732572,6.0
0.7888172777,0.09875283012732572,6.0
0.7889843156,0.08029065816734972,7.0
0.7889843156,0.08029065816734972,7.0
0.7889843156,0.08029065816734972,7.0
0.7889843156,0.08029065816734972,7.0
0.7892908837,0.07433926280289922,8.0
0.7894385518,0.041304163079735084,9.0
0.7894385518,0.041304163079735084,9.0
0.7894385518,0.041304163079735084,9.0
0.7894385518,0.041304163079735084,9.0
0.7894385518,0.041304163079735084,9.0
0.7896826874,0.04133027556453992,9.0
0.7896826874,0.04133027556453992,9.0
0.7896826874,0.04133027556453992,9.0
0.7896826874,0.04133027556453992,9.0
0.7896826874,0.04133027556453992,9.0
0.7943455069,0.0636109366640789,8.0
0.7943455069,0.0636109366640789,8.0
0.7943455069,0.0636109366640789,8.0
0.7943455069,0.0636109366640789,8.0
0.7943455069,0.0636109366640789,8.0
0.7943455069,0.0636109366640789,8.0
0.7948176295,0.060935724172136996,9.0
0.7948176295,0.060935724172136996,9.0
0.7948176295,0.060935724172136996,9.0
0.796076962,0.024411889003452113,10.0
0.796076962,0.024411889003452113,10.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.813224645,0.0425877214527861,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8138535483,0.04276194217736999,8.0
0.8155180357,0.050016849224513465,7.0
0.8231867319,0.06874390483442695,7.0
0.8231867319,0.06874390483442695,7.0
0.8231867319,0.06874390483442695,7.0
0.8231867319,0.06874390483442695,7.0
0.8231867319,0.06874390483442695,7.0
0.8231867319,0.06874390483442695,7.0
0.8239176551,0.052846508165895346,8.0
0.8239176551,0.052846508165895346,8.0
0.8239176551,0.052846508165895346,8.0
0.8336020379,0.07058270820424997,7.0
0.8336020379,0.07058270820424997,7.0
0.8336020379,0.07058270820424997,7.0
0.8336020379,0.07058270820424997,7.0
0.8336020379,0.07058270820424997,7.0
0.8336020379,0.07058270820424997,7.0
0.8341849115,0.03993631274977757,8.0
0.8341849115,0.03993631274977757,8.0
0.8341849115,0.03993631274977757,8.0
0.8341849115,0.03993631274977757,8.0
0.8341849115,0.03993631274977757,8.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
0.83588941,0.02670230227447243,9.0
