hypervolume,onvg
0.4714180646,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.8984166985,1.0
0.921363056,2.0
0.921363056,2.0
0.921363056,2.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9532252015,3.0
0.9551043859,4.0
0.9551043859,4.0
0.9551821047,5.0
0.9555474879,6.0
0.9555474879,6.0
0.9555474879,6.0
0.9590532324,5.0
0.9590532324,5.0
0.9590532324,5.0
0.9591775968,6.0
0.9591775968,6.0
0.9591775968,6.0
0.9593366786,7.0
0.9593366786,7.0
0.9653162785,8.0
0.9653162785,8.0
0.9653162785,8.0
0.9653162785,8.0
0.9653162785,8.0
0.9653162785,8.0
0.9659423342,7.0
0.9659423342,7.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9660435223,8.0
0.9670647319,8.0
0.9670647319,8.0
0.9670647319,8.0
0.9670647319,8.0
0.9670647319,8.0
0.9671326592,8.0
0.9671326592,8.0
0.9671326592,8.0
0.9671326592,8.0
0.9671326592,8.0
0.9671462365,9.0
0.9671462365,9.0
0.9671462365,9.0
0.9671609859,10.0
0.9671609859,10.0
0.9671609859,10.0
0.9673862399,10.0
0.9673862399,10.0
0.9674026815,11.0
0.9674026815,11.0
0.9674026815,11.0
0.977968062,9.0
0.977968062,9.0
0.9779760121,10.0
0.9779873929,11.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9779913834,12.0
0.9780070996,13.0
0.9780070996,13.0
0.9780070996,13.0
0.9780077187,14.0
0.9780077187,14.0
0.9781798387,14.0
0.9781798387,14.0
0.9781805215,15.0
0.9781805215,15.0
0.9781805215,15.0
0.9781805215,15.0
0.9781817979,16.0
0.9781817979,16.0
0.9781817979,16.0
0.9781817979,16.0
0.9781817979,16.0
0.9781817979,16.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.9781840711,17.0
0.978380531,18.0
0.978380531,18.0
0.9783906814,19.0
0.9783906814,19.0
0.9783912375,20.0
0.9783912375,20.0
0.9783912375,20.0
0.9783912375,20.0
0.9783912375,20.0
0.9783912375,20.0
0.9783950218,21.0
0.9783957042,22.0
0.9783957042,22.0
0.9783957042,22.0
0.9783957042,22.0
0.9783957042,22.0
0.9784567887,23.0
0.9784567887,23.0
0.9784567887,23.0
0.9784567887,23.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9784574503,24.0
0.9788780925,25.0
0.9788780925,25.0
0.9788780925,25.0
0.9788780925,25.0
0.9788780925,25.0
0.9788780925,25.0
0.9788780925,25.0
0.9788794517,26.0
0.9788794517,26.0
0.9788794517,26.0
0.9788794517,26.0
0.9788794517,26.0
0.9788799003,27.0
0.9788799003,27.0
0.9788799003,27.0
0.9789359901,26.0
0.9789359901,26.0
0.9789359901,26.0
0.9789365492,27.0
0.9789365492,27.0
0.9789365492,27.0
0.9789365492,27.0
0.9789365492,27.0
0.9789365492,27.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793533207,13.0
0.9793540649,14.0
0.9793540649,14.0
0.9793540649,14.0
0.9793540649,14.0
0.9793540649,14.0
0.9793540649,14.0
0.9793730896,15.0
0.9793730896,15.0
0.9793747801,16.0
0.9793747801,16.0
0.9793747801,16.0
0.9793747801,16.0
0.9793747801,16.0
0.9793780394,17.0
0.9793780394,17.0
0.9794328463,18.0
0.9794328463,18.0
0.9794328629,19.0
0.979467433,20.0
0.979467433,20.0
0.979467433,20.0
0.979467433,20.0
0.979467433,20.0
0.979467433,20.0
0.979467433,20.0
0.9794677657,21.0
0.9794677913,22.0
0.9794677913,22.0
0.9794695652,21.0
0.9794712554,22.0
0.9794712554,22.0
0.9794712554,22.0
0.9794732864,23.0
0.979473735,24.0
0.979473735,24.0
0.979473735,24.0
0.979473735,24.0
0.9794752037,25.0
0.9794752037,25.0
0.9794753235,26.0
0.9794753235,26.0
0.9794753235,26.0
0.9870310614,27.0
0.9870825411,28.0
0.9870825411,28.0
0.9870825411,28.0
0.9870877722,29.0
0.9870877722,29.0
0.9870877722,29.0
0.9870877722,29.0
0.9870877722,29.0
0.9870877722,29.0
0.9870877722,29.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9870887024,30.0
0.9876360661,31.0
0.987637225,32.0
0.987637225,32.0
0.987637225,32.0
0.987637225,32.0
0.987638113,33.0
0.987638113,33.0
0.9876384162,34.0
0.9876384162,34.0
0.9876384162,34.0
0.9876384162,34.0
0.9876384162,34.0
0.9876388125,35.0
0.9876388125,35.0
0.9876388125,35.0
0.9904565842,36.0
0.9904565842,36.0
0.9904565842,36.0
0.9904565842,36.0
0.9904910683,37.0
